Task
Date;Time [min];Concentration [Vol.%];Pressure [Bar]
09.12.2020 12:15:25;154.02;  1.054;;1.002
09.12.2020 12:16:25;155.00;  1.038;;1.002
09.12.2020 12:17:25;156.00;  1.028;;1.002
09.12.2020 12:18:25;157.02;  1.029;;1.002
09.12.2020 12:19:25;158.00;  1.035;;1.003
09.12.2020 12:20:25;159.00;  1.038;;1.002
09.12.2020 12:21:25;160.02;  1.041;;1.002
09.12.2020 12:22:25;161.02;  1.045;;1.002
09.12.2020 12:23:25;162.00;  1.044;;1.002
09.12.2020 12:24:25;163.02;  1.052;;1.002
09.12.2020 12:25:25;164.02;  1.053;;1.002
09.12.2020 12:26:25;165.00;  1.054;;1.002
09.12.2020 12:27:25;166.02;  1.056;;1.002
09.12.2020 12:28:25;167.02;  1.056;;1.002
09.12.2020 12:29:25;168.00;  1.059;;1.002
09.12.2020 12:30:25;169.00;  1.066;;1.002
09.12.2020 12:31:25;170.02;  1.064;;1.002
09.12.2020 12:32:25;171.00;  1.072;;1.002
09.12.2020 12:33:25;172.00;  1.072;;1.002
09.12.2020 12:34:25;173.02;  1.078;;1.002
09.12.2020 12:35:25;174.00;  1.082;;1.002
09.12.2020 12:36:25;175.00;  1.086;;1.002
09.12.2020 12:37:25;176.02;  1.084;;1.002
09.12.2020 12:38:25;177.02;  1.086;;1.002
09.12.2020 12:39:25;178.00;  1.073;;1.002
09.12.2020 12:40:25;179.02;  1.070;;1.002
09.12.2020 12:41:25;180.02;  1.066;;1.002
09.12.2020 12:42:25;181.02;  1.076;;1.002
09.12.2020 12:43:24;182.00;  1.069;;1.002
09.12.2020 12:44:24;183.00;  1.074;;1.002
09.12.2020 12:45:24;184.00;  1.077;;1.002
09.12.2020 12:46:24;185.00;  1.082;;1.002
09.12.2020 12:47:24;186.00;  1.083;;1.002
09.12.2020 12:48:24;187.00;  1.080;;1.002
09.12.2020 12:49:24;188.00;  1.078;;1.002
09.12.2020 12:50:24;189.00;  1.090;;1.002
09.12.2020 12:51:24;190.00;  1.087;;1.002
09.12.2020 12:52:24;191.00;  1.087;;1.002
09.12.2020 12:53:24;192.00;  1.079;;1.002
09.12.2020 12:54:24;193.00;  1.082;;1.002
09.12.2020 12:55:24;194.00;  1.085;;1.002
09.12.2020 12:56:24;195.00;  1.087;;1.002
09.12.2020 12:57:24;196.00;  1.090;;1.002
09.12.2020 12:58:24;197.00;  1.087;;1.002
09.12.2020 12:59:24;198.00;  1.088;;1.002
09.12.2020 13:00:24;199.00;  1.081;;1.002
09.12.2020 13:01:24;200.00;  1.074;;1.002
09.12.2020 13:02:24;201.00;  1.073;;1.002
09.12.2020 13:03:24;202.00;  1.071;;1.002
09.12.2020 13:04:24;203.00;  1.073;;1.002
09.12.2020 13:05:24;204.00;  1.074;;1.002
09.12.2020 13:06:24;205.00;  1.078;;1.002
09.12.2020 13:07:24;206.00;  1.080;;1.002
09.12.2020 13:08:24;207.00;  1.084;;1.002
09.12.2020 13:09:24;208.00;  1.084;;1.002
09.12.2020 13:10:24;209.00;  1.084;;1.002
09.12.2020 13:11:24;210.00;  1.094;;1.002
09.12.2020 13:12:24;211.00;  1.100;;1.002
09.12.2020 13:13:24;212.00;  1.105;;1.002
09.12.2020 13:14:24;213.00;  1.104;;1.002
09.12.2020 13:15:24;214.00;  1.095;;1.002
09.12.2020 13:16:24;215.00;  1.099;;1.002
09.12.2020 13:17:24;216.00;  1.101;;1.002
09.12.2020 13:18:24;217.00;  1.107;;1.002
09.12.2020 13:19:24;218.00;  1.107;;1.002
09.12.2020 13:20:24;219.00;  1.111;;1.002
09.12.2020 13:21:24;220.00;  1.107;;1.002
09.12.2020 13:22:24;221.00;  1.100;;1.002
09.12.2020 13:23:24;222.00;  1.106;;1.002
09.12.2020 13:24:24;223.00;  1.105;;1.002
09.12.2020 13:25:24;224.00;  1.111;;1.002
09.12.2020 13:26:24;225.00;  1.108;;1.002
09.12.2020 13:27:24;226.00;  1.108;;1.002
09.12.2020 13:28:24;227.00;  1.112;;1.002
09.12.2020 13:29:24;228.00;  1.122;;1.002
09.12.2020 13:30:24;229.00;  1.123;;1.002
09.12.2020 13:31:24;230.00;  1.118;;1.002
09.12.2020 13:32:24;231.00;  1.114;;1.002
09.12.2020 13:33:24;232.00;  1.111;;1.002
09.12.2020 13:34:24;233.00;  1.124;;1.002
09.12.2020 13:35:24;234.00;  1.124;;1.002
09.12.2020 13:36:24;235.00;  1.129;;1.002
09.12.2020 13:37:24;236.00;  1.128;;1.002
09.12.2020 13:38:24;237.00;  1.128;;1.002
09.12.2020 13:39:24;238.00;  1.124;;1.002
09.12.2020 13:40:24;239.00;  1.129;;1.002
09.12.2020 13:41:24;240.00;  1.121;;1.002
09.12.2020 13:42:24;241.00;  1.131;;1.002
09.12.2020 13:43:24;242.00;  1.131;;1.002
09.12.2020 13:44:24;243.00;  1.129;;1.002
09.12.2020 13:45:24;244.00;  1.134;;1.002
09.12.2020 13:46:24;245.00;  1.150;;1.002
09.12.2020 13:47:24;246.00;  1.146;;1.002
09.12.2020 13:48:24;247.00;  1.144;;1.002
09.12.2020 13:49:24;248.00;  1.145;;1.002
09.12.2020 13:50:24;249.00;  1.149;;1.002
09.12.2020 13:51:24;250.00;  1.145;;1.002
09.12.2020 13:52:24;251.00;  1.153;;1.002
09.12.2020 13:53:24;252.00;  1.150;;1.002
09.12.2020 13:54:24;253.00;  1.148;;1.002
09.12.2020 13:55:24;254.00;  1.154;;1.002
09.12.2020 13:56:24;255.00;  1.160;;1.002
09.12.2020 13:57:24;256.00;  1.163;;1.002
09.12.2020 13:58:24;257.00;  1.166;;1.002
09.12.2020 13:59:24;258.00;  1.161;;1.002
09.12.2020 14:00:24;259.00;  1.156;;1.002
09.12.2020 14:01:24;260.00;  1.161;;1.002
09.12.2020 14:02:24;261.00;  1.154;;1.002
09.12.2020 14:03:24;262.00;  1.162;;1.002
09.12.2020 14:04:24;263.00;  1.168;;1.002
09.12.2020 14:05:24;264.00;  1.167;;1.002
09.12.2020 14:06:24;265.00;  1.169;;1.002
09.12.2020 14:07:24;266.00;  1.168;;1.002
09.12.2020 14:08:24;267.00;  1.169;;1.002
09.12.2020 14:09:24;268.00;  1.168;;1.002
09.12.2020 14:10:24;269.00;  1.173;;1.002
09.12.2020 14:11:24;270.00;  1.167;;1.002
09.12.2020 14:12:24;271.00;  1.165;;1.002
09.12.2020 14:13:24;272.00;  1.171;;1.002
09.12.2020 14:14:24;273.00;  1.174;;1.002
09.12.2020 14:15:24;274.00;  1.178;;1.002
09.12.2020 14:16:24;275.00;  1.185;;1.002
09.12.2020 14:17:24;276.00;  1.173;;1.002
09.12.2020 14:18:24;277.00;  1.170;;1.002
09.12.2020 14:19:24;278.00;  1.163;;1.002
09.12.2020 14:20:24;279.00;  1.159;;1.002
09.12.2020 14:21:24;280.00;  1.165;;1.002
09.12.2020 14:22:24;281.00;  1.168;;1.002
09.12.2020 14:23:24;282.00;  1.169;;1.002
09.12.2020 14:24:24;283.00;  1.171;;1.002
09.12.2020 14:25:24;284.00;  1.169;;1.002
09.12.2020 14:26:24;285.00;  1.176;;1.002
09.12.2020 14:27:24;286.00;  1.174;;1.002
09.12.2020 14:28:24;287.00;  1.175;;1.002
09.12.2020 14:29:24;288.00;  1.188;;1.002
09.12.2020 14:30:24;289.00;  1.187;;1.002
09.12.2020 14:31:24;290.00;  1.189;;1.002
09.12.2020 14:32:24;291.00;  1.195;;1.002
09.12.2020 14:33:24;292.00;  1.191;;1.002
09.12.2020 14:34:24;293.00;  1.195;;1.002
09.12.2020 14:35:24;294.00;  1.199;;1.002
09.12.2020 14:36:24;295.00;  1.205;;1.002
09.12.2020 14:37:24;296.00;  1.196;;1.002
09.12.2020 14:38:24;297.00;  1.199;;1.002
09.12.2020 14:39:24;298.00;  1.209;;1.002
09.12.2020 14:40:24;299.00;  1.197;;1.002
09.12.2020 14:41:24;300.00;  1.209;;1.002
09.12.2020 14:42:24;301.00;  1.213;;1.002
09.12.2020 14:43:24;302.00;  1.212;;1.002
09.12.2020 14:44:24;303.00;  1.209;;1.002
09.12.2020 14:45:24;304.00;  1.219;;1.002
09.12.2020 14:46:24;305.00;  1.220;;1.002
09.12.2020 14:47:24;306.00;  1.223;;1.002
09.12.2020 14:48:24;307.00;  1.214;;1.002
09.12.2020 14:49:24;308.00;  1.215;;1.002
09.12.2020 14:50:24;309.00;  1.224;;1.002
09.12.2020 14:51:24;310.00;  1.214;;1.002
09.12.2020 14:52:24;311.00;  1.218;;1.002
09.12.2020 14:53:24;312.00;  1.228;;1.002
09.12.2020 14:54:24;313.00;  1.222;;1.003
09.12.2020 14:55:24;314.00;  1.224;;1.002
09.12.2020 14:56:24;315.00;  1.240;;1.003
09.12.2020 14:57:24;316.00;  1.233;;1.003
09.12.2020 14:58:24;317.00;  1.239;;1.003
09.12.2020 14:59:24;318.00;  1.243;;1.003
09.12.2020 15:00:24;319.00;  1.246;;1.003
09.12.2020 15:01:24;320.00;  1.247;;1.003
09.12.2020 15:02:24;321.00;  1.254;;1.003
09.12.2020 15:03:24;322.00;  1.253;;1.003
09.12.2020 15:04:24;323.00;  1.254;;1.003
09.12.2020 15:05:24;324.00;  1.251;;1.003
09.12.2020 15:06:24;325.00;  1.256;;1.003
09.12.2020 15:07:24;326.00;  1.263;;1.003
09.12.2020 15:08:24;327.00;  1.255;;1.003
09.12.2020 15:09:24;328.00;  1.260;;1.003
09.12.2020 15:10:24;329.00;  1.262;;1.003
09.12.2020 15:11:24;330.00;  1.261;;1.003
09.12.2020 15:12:24;331.00;  1.267;;1.003
09.12.2020 15:13:24;332.00;  1.274;;1.003
09.12.2020 15:14:24;333.00;  1.277;;1.003
09.12.2020 15:15:24;334.00;  1.277;;1.003
09.12.2020 15:16:24;335.00;  1.279;;1.003
09.12.2020 15:17:24;336.00;  1.283;;1.003
09.12.2020 15:18:24;337.00;  1.282;;1.003
09.12.2020 15:19:24;338.00;  1.278;;1.003
09.12.2020 15:20:24;339.00;  1.288;;1.003
09.12.2020 15:21:24;340.00;  1.287;;1.003
09.12.2020 15:22:24;341.00;  1.282;;1.003
09.12.2020 15:23:24;342.00;  1.287;;1.003
09.12.2020 15:24:24;343.00;  1.284;;1.003
09.12.2020 15:25:24;344.00;  1.288;;1.003
09.12.2020 15:26:24;345.00;  1.292;;1.003
09.12.2020 15:27:24;346.00;  1.292;;1.003
09.12.2020 15:28:24;347.00;  1.300;;1.003
09.12.2020 15:29:24;348.00;  1.297;;1.003
09.12.2020 15:30:24;349.00;  1.303;;1.003
09.12.2020 15:31:24;350.00;  1.317;;1.003
09.12.2020 15:32:24;351.00;  1.315;;1.003
09.12.2020 15:33:24;352.00;  1.318;;1.003
09.12.2020 15:34:24;353.00;  1.324;;1.003
09.12.2020 15:35:24;354.00;  1.318;;1.003
09.12.2020 15:36:24;355.00;  1.327;;1.003
09.12.2020 15:37:24;356.00;  1.333;;1.003
09.12.2020 15:38:24;357.00;  1.336;;1.003
09.12.2020 15:39:24;358.00;  1.332;;1.003
09.12.2020 15:40:24;359.00;  1.349;;1.003
09.12.2020 15:41:24;360.00;  1.352;;1.003
09.12.2020 15:42:24;361.00;  1.345;;1.003
09.12.2020 15:43:24;362.00;  1.350;;1.003
09.12.2020 15:44:24;363.00;  1.351;;1.003
09.12.2020 15:45:24;364.00;  1.358;;1.003
09.12.2020 15:46:24;365.00;  1.360;;1.003
09.12.2020 15:47:24;366.00;  1.357;;1.003
09.12.2020 15:48:24;367.00;  1.366;;1.003
09.12.2020 15:49:24;368.00;  1.366;;1.003
09.12.2020 15:50:24;369.00;  1.374;;1.003
09.12.2020 15:51:24;370.00;  1.378;;1.003
09.12.2020 15:52:24;371.00;  1.380;;1.003
09.12.2020 15:53:24;372.00;  1.374;;1.003
09.12.2020 15:54:24;373.00;  1.392;;1.003
09.12.2020 15:55:24;374.00;  1.388;;1.003
09.12.2020 15:56:24;375.00;  1.389;;1.003
09.12.2020 15:57:24;376.00;  1.399;;1.003
09.12.2020 15:58:24;377.00;  1.392;;1.003
09.12.2020 15:59:24;378.00;  1.387;;1.003
09.12.2020 16:00:24;379.00;  1.380;;1.003
09.12.2020 16:01:24;380.00;  1.392;;1.003
09.12.2020 16:02:24;381.00;  1.398;;1.003
09.12.2020 16:03:24;382.00;  1.395;;1.003
09.12.2020 16:04:24;383.00;  1.402;;1.003
09.12.2020 16:05:24;384.00;  1.409;;1.003
09.12.2020 16:06:24;385.00;  1.418;;1.003
09.12.2020 16:07:24;386.00;  1.413;;1.003
09.12.2020 16:08:24;387.00;  1.419;;1.003
09.12.2020 16:09:24;388.00;  1.429;;1.003
09.12.2020 16:10:24;389.00;  1.430;;1.003
09.12.2020 16:11:24;390.00;  1.438;;1.003
09.12.2020 16:12:24;391.00;  1.432;;1.003
09.12.2020 16:13:24;392.00;  1.442;;1.003
09.12.2020 16:14:24;393.00;  1.438;;1.003
09.12.2020 16:15:24;394.00;  1.453;;1.003
09.12.2020 16:16:24;395.00;  1.446;;1.003
09.12.2020 16:17:24;396.00;  1.455;;1.003
09.12.2020 16:18:24;397.00;  1.458;;1.003
09.12.2020 16:19:24;398.00;  1.460;;1.003
09.12.2020 16:20:24;399.00;  1.467;;1.003
09.12.2020 16:21:24;400.00;  1.467;;1.003
09.12.2020 16:22:24;401.00;  1.470;;1.003
09.12.2020 16:23:24;402.00;  1.467;;1.003
09.12.2020 16:24:24;403.00;  1.474;;1.003
09.12.2020 16:25:24;404.00;  1.481;;1.003
09.12.2020 16:26:24;405.00;  1.484;;1.003
09.12.2020 16:27:24;406.00;  1.488;;1.003
09.12.2020 16:28:24;407.00;  1.489;;1.003
09.12.2020 16:29:24;408.00;  1.486;;1.003
09.12.2020 16:30:24;409.00;  1.499;;1.003
09.12.2020 16:31:24;410.00;  1.496;;1.003
09.12.2020 16:32:24;411.00;  1.502;;1.003
09.12.2020 16:33:24;412.00;  1.503;;1.003
09.12.2020 16:34:24;413.00;  1.509;;1.003
09.12.2020 16:35:24;414.00;  1.514;;1.003
09.12.2020 16:36:24;415.00;  1.518;;1.003
09.12.2020 16:37:24;416.00;  1.521;;1.003
09.12.2020 16:38:24;417.00;  1.525;;1.003
09.12.2020 16:39:24;418.00;  1.537;;1.003
09.12.2020 16:40:24;419.00;  1.537;;1.003
09.12.2020 16:41:24;420.00;  1.538;;1.003
09.12.2020 16:42:24;421.00;  1.546;;1.003
09.12.2020 16:43:24;422.00;  1.546;;1.003
09.12.2020 16:44:24;423.00;  1.553;;1.003
09.12.2020 16:45:24;424.00;  1.554;;1.003
09.12.2020 16:46:24;425.00;  1.554;;1.003
09.12.2020 16:47:24;426.00;  1.558;;1.003
09.12.2020 16:48:24;427.00;  1.565;;1.003
09.12.2020 16:49:24;428.00;  1.567;;1.003
09.12.2020 16:50:24;429.00;  1.571;;1.003
09.12.2020 16:51:24;430.00;  1.572;;1.003
09.12.2020 16:52:24;431.00;  1.571;;1.003
09.12.2020 16:53:24;432.00;  1.575;;1.003
09.12.2020 16:54:24;433.00;  1.575;;1.003
09.12.2020 16:55:24;434.00;  1.589;;1.003
09.12.2020 16:56:24;435.00;  1.583;;1.003
09.12.2020 16:57:24;436.00;  1.587;;1.003
09.12.2020 16:58:24;437.00;  1.595;;1.003
09.12.2020 16:59:24;438.00;  1.596;;1.003
09.12.2020 17:00:24;439.00;  1.593;;1.003
09.12.2020 17:01:24;440.00;  1.613;;1.003
09.12.2020 17:02:24;441.00;  1.618;;1.003
09.12.2020 17:03:24;442.00;  1.619;;1.003
09.12.2020 17:04:24;443.00;  1.620;;1.003
09.12.2020 17:05:24;444.00;  1.631;;1.003
09.12.2020 17:06:24;445.00;  1.626;;1.003
09.12.2020 17:07:24;446.00;  1.633;;1.003
09.12.2020 17:08:24;447.00;  1.629;;1.003
09.12.2020 17:09:24;448.00;  1.637;;1.003
09.12.2020 17:10:24;449.00;  1.635;;1.003
09.12.2020 17:11:24;450.00;  1.639;;1.003
09.12.2020 17:12:24;451.00;  1.642;;1.003
09.12.2020 17:13:24;452.00;  1.641;;1.003
09.12.2020 17:14:24;453.00;  1.648;;1.003
09.12.2020 17:15:24;454.00;  1.650;;1.003
09.12.2020 17:16:24;455.00;  1.650;;1.003
09.12.2020 17:17:24;456.00;  1.651;;1.003
09.12.2020 17:18:24;457.00;  1.661;;1.003
09.12.2020 17:19:24;458.00;  1.664;;1.003
09.12.2020 17:20:24;459.00;  1.668;;1.003
09.12.2020 17:21:24;460.00;  1.670;;1.003
09.12.2020 17:22:24;461.00;  1.669;;1.003
09.12.2020 17:23:24;462.00;  1.670;;1.003
09.12.2020 17:24:24;463.00;  1.684;;1.003
09.12.2020 17:25:24;464.00;  1.685;;1.003
09.12.2020 17:26:24;465.00;  1.685;;1.003
09.12.2020 17:27:24;466.00;  1.676;;1.003
09.12.2020 17:28:24;467.00;  1.685;;1.003
09.12.2020 17:29:24;468.00;  1.692;;1.003
09.12.2020 17:30:24;469.00;  1.690;;1.003
09.12.2020 17:31:24;470.00;  1.683;;1.003
09.12.2020 17:32:24;471.00;  1.698;;1.003
09.12.2020 17:33:24;472.00;  1.695;;1.003
09.12.2020 17:34:24;473.00;  1.696;;1.003
09.12.2020 17:35:24;474.00;  1.707;;1.003
09.12.2020 17:36:24;475.00;  1.713;;1.003
09.12.2020 17:37:24;476.00;  1.721;;1.003
09.12.2020 17:38:24;477.00;  1.720;;1.003
09.12.2020 17:39:24;478.00;  1.725;;1.003
09.12.2020 17:40:24;479.00;  1.732;;1.003
09.12.2020 17:41:24;480.00;  1.737;;1.003
09.12.2020 17:42:24;481.00;  1.741;;1.003
09.12.2020 17:43:24;482.00;  1.726;;1.003
09.12.2020 17:44:24;483.00;  1.716;;1.003
09.12.2020 17:45:24;484.00;  1.702;;1.003
09.12.2020 17:46:24;485.00;  1.691;;1.003
09.12.2020 17:47:24;486.00;  1.664;;1.003
09.12.2020 17:48:24;487.00;  1.643;;1.003
09.12.2020 17:49:24;488.00;  1.606;;1.003
09.12.2020 17:50:24;489.00;  1.541;;1.003
09.12.2020 17:51:24;490.00;  1.452;;1.003
09.12.2020 17:52:24;491.00;  1.347;;1.003
09.12.2020 17:53:24;492.00;  1.249;;1.003
09.12.2020 17:54:24;493.00;  1.176;;1.003
09.12.2020 17:55:24;494.00;  1.112;;1.003
09.12.2020 17:56:24;495.00;  1.075;;1.003
09.12.2020 17:57:24;496.00;  1.051;;1.003
09.12.2020 17:58:24;497.00;  1.035;;1.003
09.12.2020 17:59:24;498.00;  1.039;;1.003
09.12.2020 18:00:24;499.00;  1.039;;1.003
09.12.2020 18:01:24;500.00;  1.054;;1.003
09.12.2020 18:02:24;501.00;  1.059;;1.003
09.12.2020 18:03:24;502.00;  1.062;;1.003
09.12.2020 18:04:24;503.00;  1.065;;1.003
09.12.2020 18:05:24;504.00;  1.065;;1.003
09.12.2020 18:06:24;505.00;  1.067;;1.003
09.12.2020 18:07:24;506.00;  1.072;;1.003
09.12.2020 18:08:24;507.00;  1.074;;1.003
09.12.2020 18:09:24;508.00;  1.085;;1.003
09.12.2020 18:10:24;509.00;  1.078;;1.003
09.12.2020 18:11:24;510.00;  1.079;;1.003
09.12.2020 18:12:24;511.00;  1.077;;1.003
