Task
Date;Time [min];Concentration [Vol.%];Pressure [Bar]
18.01.2022 15:53:07; 35.02;  0.041;;1.029
18.01.2022 15:54:06; 36.00;  0.040;;1.030
18.01.2022 15:55:07; 37.02;  0.041;;1.030
18.01.2022 15:56:06; 38.00;  0.041;;1.029
18.01.2022 15:57:06; 39.00;  0.043;;1.030
18.01.2022 15:58:06; 39.98;  0.040;;1.029
18.01.2022 15:59:07; 41.02;  0.041;;1.029
18.01.2022 16:00:06; 41.98;  0.042;;1.029
18.01.2022 16:01:07; 43.00;  0.040;;1.030
18.01.2022 16:02:07; 44.02;  0.041;;1.029
18.01.2022 16:03:06; 45.00;  0.041;;1.030
18.01.2022 16:04:06; 46.00;  0.040;;1.030
18.01.2022 16:05:06; 47.00;  0.041;;1.029
18.01.2022 16:06:06; 48.00;  0.042;;1.030
18.01.2022 16:07:06; 49.00;  0.041;;1.030
18.01.2022 16:08:06; 50.00;  0.040;;1.029
18.01.2022 16:09:06; 50.98;  0.041;;1.030
18.01.2022 16:10:07; 52.02;  0.040;;1.029
18.01.2022 16:11:06; 53.00;  0.042;;1.029
18.01.2022 16:12:06; 54.00;  0.040;;1.030
18.01.2022 16:13:06; 54.98;  0.041;;1.029
18.01.2022 16:14:07; 56.02;  0.040;;1.029
18.01.2022 16:15:07; 57.02;  0.039;;1.029
18.01.2022 16:16:06; 58.00;  0.038;;1.029
18.01.2022 16:17:07; 59.02;  0.040;;1.029
18.01.2022 16:18:06; 59.98;  0.038;;1.029
18.01.2022 16:19:07; 61.02;  0.040;;1.029
18.01.2022 16:20:06; 62.00;  0.039;;1.029
18.01.2022 16:21:06; 63.00;  0.040;;1.029
18.01.2022 16:22:06; 63.98;  0.040;;1.029
18.01.2022 16:23:07; 65.02;  0.041;;1.029
18.01.2022 16:24:06; 66.00;  0.039;;1.029
18.01.2022 16:25:06; 66.98;  0.040;;1.029
18.01.2022 16:26:07; 68.00;  0.039;;1.029
18.01.2022 16:27:07; 69.00;  0.039;;1.029
18.01.2022 16:28:07; 70.00;  0.039;;1.029
18.01.2022 16:29:07; 71.02;  0.038;;1.029
18.01.2022 16:30:06; 72.00;  0.041;;1.029
18.01.2022 16:31:06; 72.98;  0.043;;1.029
18.01.2022 16:32:07; 74.02;  0.045;;1.029
18.01.2022 16:33:06; 75.00;  0.046;;1.029
18.01.2022 16:34:06; 75.98;  0.046;;1.029
18.01.2022 16:35:07; 77.02;  0.048;;1.029
18.01.2022 16:36:07; 78.02;  0.048;;1.029
18.01.2022 16:37:06; 79.00;  0.049;;1.029
18.01.2022 16:38:06; 79.98;  0.049;;1.029
18.01.2022 16:39:07; 81.02;  0.048;;1.029
18.01.2022 16:40:06; 81.98;  0.049;;1.029
18.01.2022 16:41:07; 83.00;  0.051;;1.029
18.01.2022 16:42:07; 84.02;  0.050;;1.029
18.01.2022 16:43:06; 84.98;  0.049;;1.029
18.01.2022 16:44:07; 86.00;  0.050;;1.029
18.01.2022 16:45:07; 87.02;  0.048;;1.029
18.01.2022 16:46:06; 88.00;  0.050;;1.029
18.01.2022 16:47:06; 89.00;  0.049;;1.029
18.01.2022 16:48:06; 89.98;  0.049;;1.029
18.01.2022 16:49:07; 91.02;  0.049;;1.029
18.01.2022 16:50:06; 92.00;  0.050;;1.029
18.01.2022 16:51:06; 93.00;  0.049;;1.029
18.01.2022 16:52:06; 94.00;  0.049;;1.029
18.01.2022 16:53:06; 95.00;  0.049;;1.029
18.01.2022 16:54:06; 96.00;  0.048;;1.029
18.01.2022 16:55:06; 97.00;  0.049;;1.029
18.01.2022 16:56:06; 97.98;  0.049;;1.029
18.01.2022 16:57:07; 99.02;  0.049;;1.029
18.01.2022 16:58:06;100.00;  0.048;;1.029
18.01.2022 16:59:06;101.00;  0.049;;1.029
18.01.2022 17:00:06;102.00;  0.047;;1.029
18.01.2022 17:01:06;103.00;  0.049;;1.029
18.01.2022 17:02:06;104.00;  0.050;;1.029
18.01.2022 17:03:06;105.00;  0.048;;1.029
18.01.2022 17:04:06;105.98;  0.047;;1.029
18.01.2022 17:05:07;107.00;  0.049;;1.029
18.01.2022 17:06:07;108.00;  0.049;;1.029
18.01.2022 17:07:07;109.02;  0.049;;1.029
18.01.2022 17:08:06;110.00;  0.048;;1.029
18.01.2022 17:09:07;111.00;  0.048;;1.029
18.01.2022 17:10:07;112.02;  0.047;;1.029
18.01.2022 17:11:06;113.00;  0.048;;1.029
18.01.2022 17:12:06;114.00;  0.049;;1.029
18.01.2022 17:13:06;115.00;  0.048;;1.029
18.01.2022 17:14:06;116.00;  0.047;;1.029
18.01.2022 17:15:06;117.00;  0.049;;1.029
18.01.2022 17:16:06;118.00;  0.049;;1.029
18.01.2022 17:17:06;118.98;  0.049;;1.029
18.01.2022 17:18:07;120.02;  0.047;;1.029
18.01.2022 17:19:06;121.00;  0.047;;1.029
18.01.2022 17:20:06;121.98;  0.047;;1.029
18.01.2022 17:21:07;123.00;  0.047;;1.029
18.01.2022 17:22:07;124.00;  0.047;;1.029
18.01.2022 17:23:07;125.02;  0.046;;1.029
18.01.2022 17:24:06;126.00;  0.048;;1.029
18.01.2022 17:25:06;126.98;  0.048;;1.029
18.01.2022 17:26:07;128.00;  0.048;;1.029
18.01.2022 17:27:07;129.02;  0.047;;1.029
18.01.2022 17:28:06;129.98;  0.047;;1.029
18.01.2022 17:29:07;131.00;  0.047;;1.029
18.01.2022 17:30:07;132.02;  0.047;;1.029
18.01.2022 17:31:06;132.98;  0.047;;1.029
18.01.2022 17:32:07;134.00;  0.049;;1.029
18.01.2022 17:33:07;135.02;  0.047;;1.029
18.01.2022 17:34:06;136.00;  0.046;;1.029
18.01.2022 17:35:06;137.00;  0.046;;1.029
18.01.2022 17:36:06;138.00;  0.047;;1.029
18.01.2022 17:37:06;139.00;  0.046;;1.029
18.01.2022 17:38:06;140.00;  0.047;;1.029
18.01.2022 17:39:06;141.00;  0.047;;1.029
18.01.2022 17:40:06;142.00;  0.047;;1.029
18.01.2022 17:41:06;143.00;  0.047;;1.029
18.01.2022 17:42:07;144.00;  0.047;;1.029
18.01.2022 17:43:07;145.00;  0.047;;1.029
18.01.2022 17:44:07;146.00;  0.046;;1.029
18.01.2022 17:45:07;147.00;  0.047;;1.029
18.01.2022 17:46:07;148.00;  0.046;;1.029
18.01.2022 17:47:07;149.02;  0.046;;1.029
18.01.2022 17:48:06;149.98;  0.046;;1.029
18.01.2022 17:49:07;151.00;  0.048;;1.029
18.01.2022 17:50:07;152.00;  0.047;;1.029
18.01.2022 17:51:07;153.02;  0.046;;1.029
18.01.2022 17:52:06;154.00;  0.047;;1.029
18.01.2022 17:53:06;154.98;  0.047;;1.029
18.01.2022 17:54:07;156.02;  0.046;;1.029
18.01.2022 17:55:06;157.00;  0.047;;1.029
18.01.2022 17:56:06;158.00;  0.047;;1.029
18.01.2022 17:57:06;159.00;  0.047;;1.029
18.01.2022 17:58:06;160.00;  0.047;;1.029
18.01.2022 17:59:06;160.98;  0.048;;1.029
18.01.2022 18:00:07;162.02;  0.046;;1.029
18.01.2022 18:01:06;163.00;  0.046;;1.029
18.01.2022 18:02:06;164.00;  0.047;;1.029
18.01.2022 18:03:06;164.98;  0.046;;1.029
18.01.2022 18:04:07;166.02;  0.047;;1.029
18.01.2022 18:05:06;167.00;  0.048;;1.029
18.01.2022 18:06:06;168.00;  0.047;;1.029
18.01.2022 18:07:06;169.00;  0.047;;1.029
18.01.2022 18:08:06;170.00;  0.047;;1.029
18.01.2022 18:09:06;171.00;  0.046;;1.029
18.01.2022 18:10:06;172.00;  0.046;;1.029
18.01.2022 18:11:06;172.98;  0.046;;1.029
18.01.2022 18:12:07;174.02;  0.046;;1.029
18.01.2022 18:13:06;174.98;  0.047;;1.029
18.01.2022 18:14:07;176.02;  0.046;;1.029
18.01.2022 18:15:06;177.00;  0.047;;1.029
18.01.2022 18:16:07;178.00;  0.046;;1.029
18.01.2022 18:17:07;179.02;  0.047;;1.029
18.01.2022 18:18:06;179.98;  0.047;;1.029
18.01.2022 18:19:07;181.00;  0.046;;1.029
18.01.2022 18:20:07;182.02;  0.048;;1.029
18.01.2022 18:21:06;183.00;  0.047;;1.029
18.01.2022 18:22:06;183.98;  0.047;;1.029
18.01.2022 18:23:07;185.02;  0.046;;1.029
18.01.2022 18:24:06;186.00;  0.047;;1.029
18.01.2022 18:25:06;187.00;  0.048;;1.029
18.01.2022 18:26:06;188.00;  0.048;;1.029
18.01.2022 18:27:06;189.00;  0.047;;1.029
18.01.2022 18:28:06;190.00;  0.046;;1.029
18.01.2022 18:29:06;191.00;  0.046;;1.029
18.01.2022 18:30:06;192.00;  0.047;;1.029
18.01.2022 18:31:06;193.00;  0.047;;1.029
18.01.2022 18:32:06;194.00;  0.046;;1.029
18.01.2022 18:33:06;195.00;  0.046;;1.029
18.01.2022 18:34:06;196.00;  0.046;;1.029
18.01.2022 18:35:06;197.00;  0.047;;1.029
18.01.2022 18:36:06;198.00;  0.047;;1.029
18.01.2022 18:37:06;199.00;  0.046;;1.029
18.01.2022 18:38:06;200.00;  0.047;;1.029
18.01.2022 18:39:06;201.00;  0.046;;1.029
18.01.2022 18:40:06;202.00;  0.047;;1.029
18.01.2022 18:41:06;203.00;  0.047;;1.029
18.01.2022 18:42:06;204.00;  0.047;;1.029
18.01.2022 18:43:06;205.00;  0.047;;1.029
18.01.2022 18:44:06;206.00;  0.047;;1.029
18.01.2022 18:45:06;207.00;  0.046;;1.029
18.01.2022 18:46:06;208.00;  0.047;;1.029
18.01.2022 18:47:06;209.00;  0.046;;1.029
18.01.2022 18:48:06;210.00;  0.046;;1.029
18.01.2022 18:49:06;211.00;  0.047;;1.029
18.01.2022 18:50:06;212.00;  0.047;;1.029
18.01.2022 18:51:06;213.00;  0.046;;1.029
18.01.2022 18:52:06;214.00;  0.047;;1.029
18.01.2022 18:53:06;215.00;  0.047;;1.029
18.01.2022 18:54:06;216.00;  0.048;;1.029
18.01.2022 18:55:06;217.00;  0.047;;1.029
18.01.2022 18:56:06;218.00;  0.047;;1.029
18.01.2022 18:57:06;219.00;  0.046;;1.029
18.01.2022 18:58:06;220.00;  0.046;;1.029
18.01.2022 18:59:06;221.00;  0.047;;1.029
18.01.2022 19:00:06;222.00;  0.047;;1.029
18.01.2022 19:01:06;223.00;  0.047;;1.029
18.01.2022 19:02:06;224.00;  0.047;;1.029
18.01.2022 19:03:06;225.00;  0.047;;1.029
18.01.2022 19:04:06;226.00;  0.046;;1.029
18.01.2022 19:05:06;227.00;  0.046;;1.029
18.01.2022 19:06:06;228.00;  0.046;;1.029
18.01.2022 19:07:06;229.00;  0.046;;1.029
18.01.2022 19:08:06;230.00;  0.048;;1.029
18.01.2022 19:09:06;231.00;  0.046;;1.029
18.01.2022 19:10:06;232.00;  0.047;;1.029
18.01.2022 19:11:06;233.00;  0.047;;1.029
18.01.2022 19:12:06;234.00;  0.046;;1.029
18.01.2022 19:13:06;235.00;  0.047;;1.029
18.01.2022 19:14:06;236.00;  0.046;;1.029
18.01.2022 19:15:06;237.00;  0.048;;1.029
18.01.2022 19:16:06;238.00;  0.047;;1.029
18.01.2022 19:17:06;239.00;  0.047;;1.029
18.01.2022 19:18:06;240.00;  0.046;;1.029
18.01.2022 19:19:06;241.00;  0.047;;1.029
18.01.2022 19:20:06;242.00;  0.047;;1.029
18.01.2022 19:21:06;243.00;  0.047;;1.029
18.01.2022 19:22:06;244.00;  0.048;;1.029
18.01.2022 19:23:06;245.00;  0.048;;1.029
18.01.2022 19:24:06;246.00;  0.048;;1.029
18.01.2022 19:25:06;247.00;  0.048;;1.029
18.01.2022 19:26:06;248.00;  0.050;;1.029
18.01.2022 19:27:06;249.00;  0.047;;1.029
18.01.2022 19:28:06;250.00;  0.047;;1.029
18.01.2022 19:29:06;251.00;  0.047;;1.029
18.01.2022 19:30:06;252.00;  0.048;;1.029
18.01.2022 19:31:06;253.00;  0.049;;1.029
18.01.2022 19:32:06;254.00;  0.047;;1.029
18.01.2022 19:33:06;255.00;  0.048;;1.029
18.01.2022 19:34:06;256.00;  0.046;;1.029
18.01.2022 19:35:06;257.00;  0.050;;1.029
18.01.2022 19:36:06;258.00;  0.048;;1.029
18.01.2022 19:37:06;259.00;  0.047;;1.029
18.01.2022 19:38:06;260.00;  0.047;;1.029
18.01.2022 19:39:06;261.00;  0.048;;1.029
18.01.2022 19:40:06;262.00;  0.048;;1.029
18.01.2022 19:41:06;263.00;  0.048;;1.029
18.01.2022 19:42:06;264.00;  0.047;;1.029
18.01.2022 19:43:06;265.00;  0.048;;1.029
18.01.2022 19:44:06;266.00;  0.048;;1.029
18.01.2022 19:45:06;267.00;  0.047;;1.029
18.01.2022 19:46:06;268.00;  0.048;;1.029
18.01.2022 19:47:06;269.00;  0.047;;1.029
18.01.2022 19:48:06;270.00;  0.049;;1.029
18.01.2022 19:49:06;271.00;  0.048;;1.029
18.01.2022 19:50:06;272.00;  0.048;;1.029
18.01.2022 19:51:06;273.00;  0.047;;1.029
18.01.2022 19:52:06;274.00;  0.048;;1.029
18.01.2022 19:53:06;275.00;  0.047;;1.029
18.01.2022 19:54:06;276.00;  0.048;;1.029
18.01.2022 19:55:06;277.00;  0.047;;1.029
18.01.2022 19:56:06;278.00;  0.048;;1.029
18.01.2022 19:57:06;279.00;  0.048;;1.029
18.01.2022 19:58:06;280.00;  0.048;;1.029
18.01.2022 19:59:06;281.00;  0.048;;1.029
18.01.2022 20:00:06;282.00;  0.048;;1.029
18.01.2022 20:01:06;283.00;  0.048;;1.029
18.01.2022 20:02:06;284.00;  0.047;;1.029
18.01.2022 20:03:06;285.00;  0.048;;1.029
18.01.2022 20:04:06;286.00;  0.049;;1.029
18.01.2022 20:05:06;287.00;  0.048;;1.029
18.01.2022 20:06:06;288.00;  0.048;;1.029
18.01.2022 20:07:06;289.00;  0.049;;1.029
18.01.2022 20:08:06;290.00;  0.048;;1.029
18.01.2022 20:09:06;291.00;  0.048;;1.029
18.01.2022 20:10:06;292.00;  0.048;;1.029
18.01.2022 20:11:06;293.00;  0.048;;1.029
18.01.2022 20:12:06;294.00;  0.047;;1.029
18.01.2022 20:13:06;295.00;  0.048;;1.029
18.01.2022 20:14:06;296.00;  0.050;;1.029
18.01.2022 20:15:06;297.00;  0.047;;1.029
18.01.2022 20:16:06;298.00;  0.048;;1.029
18.01.2022 20:17:06;299.00;  0.048;;1.029
18.01.2022 20:18:06;300.00;  0.048;;1.029
18.01.2022 20:19:06;301.00;  0.049;;1.029
18.01.2022 20:20:06;302.00;  0.049;;1.029
18.01.2022 20:21:06;303.00;  0.049;;1.029
18.01.2022 20:22:06;304.00;  0.048;;1.029
18.01.2022 20:23:06;305.00;  0.049;;1.029
18.01.2022 20:24:06;306.00;  0.050;;1.029
18.01.2022 20:25:06;307.00;  0.049;;1.029
18.01.2022 20:26:06;308.00;  0.049;;1.029
18.01.2022 20:27:06;309.00;  0.049;;1.029
18.01.2022 20:28:06;310.00;  0.048;;1.029
18.01.2022 20:29:06;311.00;  0.049;;1.029
18.01.2022 20:30:06;312.00;  0.049;;1.029
18.01.2022 20:31:06;313.00;  0.049;;1.029
18.01.2022 20:32:06;314.00;  0.048;;1.029
18.01.2022 20:33:06;315.00;  0.049;;1.029
18.01.2022 20:34:06;316.00;  0.048;;1.029
18.01.2022 20:35:06;317.00;  0.049;;1.029
18.01.2022 20:36:06;318.00;  0.048;;1.029
18.01.2022 20:37:06;319.00;  0.049;;1.029
18.01.2022 20:38:06;320.00;  0.049;;1.029
18.01.2022 20:39:06;321.00;  0.049;;1.029
18.01.2022 20:40:06;322.00;  0.048;;1.029
18.01.2022 20:41:06;323.00;  0.048;;1.029
18.01.2022 20:42:06;324.00;  0.048;;1.029
18.01.2022 20:43:06;325.00;  0.048;;1.029
18.01.2022 20:44:06;326.00;  0.050;;1.029
18.01.2022 20:45:06;327.00;  0.049;;1.029
18.01.2022 20:46:06;328.00;  0.048;;1.029
18.01.2022 20:47:06;329.00;  0.049;;1.029
18.01.2022 20:48:06;330.00;  0.049;;1.029
18.01.2022 20:49:06;331.00;  0.049;;1.029
18.01.2022 20:50:06;332.00;  0.049;;1.029
18.01.2022 20:51:06;333.00;  0.050;;1.029
18.01.2022 20:52:06;334.00;  0.049;;1.028
18.01.2022 20:53:06;335.00;  0.050;;1.028
18.01.2022 20:54:06;336.00;  0.049;;1.028
18.01.2022 20:55:06;337.00;  0.049;;1.028
18.01.2022 20:56:06;338.00;  0.050;;1.028
18.01.2022 20:57:06;339.00;  0.048;;1.028
18.01.2022 20:58:06;340.00;  0.048;;1.028
18.01.2022 20:59:06;341.00;  0.049;;1.028
18.01.2022 21:00:06;342.00;  0.048;;1.028
18.01.2022 21:01:06;343.00;  0.049;;1.028
18.01.2022 21:02:06;344.00;  0.050;;1.028
18.01.2022 21:03:06;345.00;  0.049;;1.028
18.01.2022 21:04:06;346.00;  0.049;;1.028
18.01.2022 21:05:06;347.00;  0.050;;1.028
18.01.2022 21:06:06;348.00;  0.049;;1.028
18.01.2022 21:07:06;349.00;  0.049;;1.028
18.01.2022 21:08:06;350.00;  0.050;;1.028
18.01.2022 21:09:06;351.00;  0.049;;1.028
18.01.2022 21:10:06;352.00;  0.049;;1.028
18.01.2022 21:11:06;353.00;  0.049;;1.028
18.01.2022 21:12:06;354.00;  0.050;;1.028
18.01.2022 21:13:06;355.00;  0.050;;1.028
18.01.2022 21:14:06;356.00;  0.050;;1.028
18.01.2022 21:15:06;357.00;  0.049;;1.028
18.01.2022 21:16:06;358.00;  0.049;;1.028
18.01.2022 21:17:06;359.00;  0.050;;1.028
18.01.2022 21:18:06;360.00;  0.050;;1.028
18.01.2022 21:19:06;361.00;  0.051;;1.028
18.01.2022 21:20:06;362.00;  0.051;;1.028
18.01.2022 21:21:06;363.00;  0.049;;1.028
18.01.2022 21:22:06;364.00;  0.050;;1.028
18.01.2022 21:23:06;365.00;  0.049;;1.028
18.01.2022 21:24:06;366.00;  0.049;;1.028
18.01.2022 21:25:06;367.00;  0.050;;1.028
18.01.2022 21:26:06;368.00;  0.050;;1.028
18.01.2022 21:27:06;369.00;  0.051;;1.028
18.01.2022 21:28:06;370.00;  0.050;;1.028
18.01.2022 21:29:06;371.00;  0.050;;1.028
18.01.2022 21:30:06;372.00;  0.051;;1.028
18.01.2022 21:31:06;373.00;  0.050;;1.028
18.01.2022 21:32:06;374.00;  0.051;;1.028
18.01.2022 21:33:06;375.00;  0.051;;1.028
18.01.2022 21:34:06;376.00;  0.049;;1.028
18.01.2022 21:35:06;377.00;  0.050;;1.028
18.01.2022 21:36:06;378.00;  0.051;;1.028
18.01.2022 21:37:06;379.00;  0.050;;1.028
18.01.2022 21:38:06;380.00;  0.049;;1.028
18.01.2022 21:39:06;381.00;  0.051;;1.028
18.01.2022 21:40:06;382.00;  0.050;;1.028
18.01.2022 21:41:06;383.00;  0.049;;1.028
18.01.2022 21:42:06;384.00;  0.051;;1.028
18.01.2022 21:43:06;385.00;  0.049;;1.028
18.01.2022 21:44:06;386.00;  0.050;;1.028
18.01.2022 21:45:06;387.00;  0.050;;1.028
18.01.2022 21:46:06;388.00;  0.050;;1.028
18.01.2022 21:47:06;389.00;  0.049;;1.028
18.01.2022 21:48:06;390.00;  0.048;;1.028
18.01.2022 21:49:06;391.00;  0.050;;1.028
18.01.2022 21:50:06;392.00;  0.050;;1.028
18.01.2022 21:51:06;393.00;  0.049;;1.028
18.01.2022 21:52:06;394.00;  0.050;;1.028
18.01.2022 21:53:06;395.00;  0.051;;1.028
18.01.2022 21:54:06;396.00;  0.052;;1.028
18.01.2022 21:55:06;397.00;  0.051;;1.028
18.01.2022 21:56:06;398.00;  0.050;;1.028
18.01.2022 21:57:06;399.00;  0.051;;1.028
18.01.2022 21:58:06;400.00;  0.052;;1.028
18.01.2022 21:59:06;401.00;  0.050;;1.027
18.01.2022 22:00:06;402.00;  0.052;;1.027
18.01.2022 22:01:06;403.00;  0.050;;1.027
18.01.2022 22:02:06;404.00;  0.051;;1.027
18.01.2022 22:03:06;405.00;  0.050;;1.027
18.01.2022 22:04:06;406.00;  0.049;;1.027
18.01.2022 22:05:06;407.00;  0.051;;1.027
18.01.2022 22:06:06;408.00;  0.051;;1.027
18.01.2022 22:07:06;409.00;  0.051;;1.027
18.01.2022 22:08:06;410.00;  0.050;;1.027
18.01.2022 22:09:06;411.00;  0.051;;1.027
18.01.2022 22:10:06;412.00;  0.050;;1.027
18.01.2022 22:11:06;413.00;  0.051;;1.027
18.01.2022 22:12:06;414.00;  0.051;;1.027
18.01.2022 22:13:06;415.00;  0.052;;1.027
18.01.2022 22:14:06;416.00;  0.052;;1.027
18.01.2022 22:15:06;417.00;  0.052;;1.027
18.01.2022 22:16:06;418.00;  0.051;;1.027
18.01.2022 22:17:06;419.00;  0.050;;1.027
18.01.2022 22:18:06;420.00;  0.051;;1.027
18.01.2022 22:19:06;421.00;  0.052;;1.027
18.01.2022 22:20:06;422.00;  0.053;;1.027
18.01.2022 22:21:06;423.00;  0.050;;1.027
18.01.2022 22:22:06;424.00;  0.051;;1.027
18.01.2022 22:23:06;425.00;  0.052;;1.027
18.01.2022 22:24:06;426.00;  0.052;;1.027
18.01.2022 22:25:06;427.00;  0.052;;1.027
18.01.2022 22:26:06;428.00;  0.052;;1.027
18.01.2022 22:27:06;429.00;  0.053;;1.027
18.01.2022 22:28:06;430.00;  0.053;;1.027
18.01.2022 22:29:06;431.00;  0.052;;1.027
18.01.2022 22:30:06;432.00;  0.052;;1.027
18.01.2022 22:31:06;433.00;  0.053;;1.027
18.01.2022 22:32:06;434.00;  0.053;;1.027
18.01.2022 22:33:06;435.00;  0.052;;1.027
18.01.2022 22:34:06;436.00;  0.052;;1.027
18.01.2022 22:35:06;437.00;  0.052;;1.027
18.01.2022 22:36:06;438.00;  0.052;;1.027
18.01.2022 22:37:06;439.00;  0.053;;1.027
18.01.2022 22:38:06;440.00;  0.052;;1.027
18.01.2022 22:39:06;441.00;  0.052;;1.027
18.01.2022 22:40:06;442.00;  0.053;;1.027
18.01.2022 22:41:06;443.00;  0.053;;1.027
18.01.2022 22:42:06;444.00;  0.053;;1.027
18.01.2022 22:43:06;445.00;  0.053;;1.027
18.01.2022 22:44:06;446.00;  0.054;;1.027
18.01.2022 22:45:06;447.00;  0.053;;1.027
18.01.2022 22:46:06;448.00;  0.053;;1.027
18.01.2022 22:47:06;449.00;  0.052;;1.027
18.01.2022 22:48:06;450.00;  0.053;;1.027
18.01.2022 22:49:06;451.00;  0.053;;1.027
18.01.2022 22:50:06;452.00;  0.054;;1.027
18.01.2022 22:51:06;453.00;  0.054;;1.027
18.01.2022 22:52:06;454.00;  0.054;;1.027
18.01.2022 22:53:06;455.00;  0.053;;1.027
18.01.2022 22:54:06;456.00;  0.053;;1.027
18.01.2022 22:55:06;457.00;  0.055;;1.027
18.01.2022 22:56:06;458.00;  0.054;;1.027
18.01.2022 22:57:06;459.00;  0.053;;1.027
18.01.2022 22:58:06;460.00;  0.055;;1.027
18.01.2022 22:59:06;461.00;  0.054;;1.027
18.01.2022 23:00:06;462.00;  0.055;;1.027
18.01.2022 23:01:06;463.00;  0.054;;1.027
18.01.2022 23:02:06;464.00;  0.053;;1.027
18.01.2022 23:03:06;465.00;  0.054;;1.027
18.01.2022 23:04:06;466.00;  0.055;;1.027
18.01.2022 23:05:06;467.00;  0.054;;1.027
18.01.2022 23:06:06;468.00;  0.055;;1.027
18.01.2022 23:07:06;469.00;  0.054;;1.027
18.01.2022 23:08:06;470.00;  0.054;;1.027
18.01.2022 23:09:06;471.00;  0.055;;1.027
18.01.2022 23:10:06;472.00;  0.055;;1.027
18.01.2022 23:11:06;473.00;  0.055;;1.027
18.01.2022 23:12:06;474.00;  0.054;;1.027
18.01.2022 23:13:06;475.00;  0.054;;1.027
18.01.2022 23:14:06;476.00;  0.055;;1.027
18.01.2022 23:15:06;477.00;  0.055;;1.027
18.01.2022 23:16:06;478.00;  0.056;;1.027
18.01.2022 23:17:06;479.00;  0.055;;1.027
18.01.2022 23:18:06;480.00;  0.056;;1.027
18.01.2022 23:19:06;481.00;  0.056;;1.027
18.01.2022 23:20:06;482.00;  0.054;;1.027
18.01.2022 23:21:06;483.00;  0.056;;1.027
18.01.2022 23:22:06;484.00;  0.056;;1.027
18.01.2022 23:23:06;485.00;  0.056;;1.027
18.01.2022 23:24:06;486.00;  0.055;;1.027
18.01.2022 23:25:06;487.00;  0.056;;1.027
18.01.2022 23:26:06;488.00;  0.055;;1.027
18.01.2022 23:27:06;489.00;  0.056;;1.027
18.01.2022 23:28:06;490.00;  0.057;;1.027
18.01.2022 23:29:06;491.00;  0.056;;1.027
18.01.2022 23:30:06;492.00;  0.056;;1.027
18.01.2022 23:31:06;493.00;  0.057;;1.027
18.01.2022 23:32:06;494.00;  0.057;;1.026
18.01.2022 23:33:06;495.00;  0.057;;1.027
18.01.2022 23:34:06;496.00;  0.058;;1.026
18.01.2022 23:35:06;497.00;  0.056;;1.026
18.01.2022 23:36:06;498.00;  0.057;;1.026
18.01.2022 23:37:06;499.00;  0.057;;1.026
18.01.2022 23:38:06;500.00;  0.057;;1.026
18.01.2022 23:39:06;501.00;  0.058;;1.026
18.01.2022 23:40:06;502.00;  0.057;;1.026
18.01.2022 23:41:06;503.00;  0.057;;1.026
18.01.2022 23:42:06;504.00;  0.057;;1.026
18.01.2022 23:43:06;505.00;  0.058;;1.026
18.01.2022 23:44:06;506.00;  0.058;;1.026
18.01.2022 23:45:06;507.00;  0.058;;1.026
18.01.2022 23:46:06;508.00;  0.059;;1.026
18.01.2022 23:47:06;509.00;  0.057;;1.026
18.01.2022 23:48:06;510.00;  0.057;;1.026
18.01.2022 23:49:06;511.00;  0.059;;1.026
