Task
Date;Time [min];Concentration [Vol.%];Pressure [Bar]
17.11.2021 12:34:40;197.00;  0.042;;1.016
17.11.2021 12:35:40;198.00;  0.040;;1.016
17.11.2021 12:36:40;199.00;  0.041;;1.016
17.11.2021 12:37:40;200.00;  0.041;;1.016
17.11.2021 12:38:40;201.00;  0.042;;1.016
17.11.2021 12:39:40;202.00;  0.043;;1.016
17.11.2021 12:40:40;203.00;  0.043;;1.016
17.11.2021 12:41:40;204.00;  0.041;;1.016
17.11.2021 12:42:40;205.00;  0.042;;1.016
17.11.2021 12:43:40;206.00;  0.043;;1.016
17.11.2021 12:44:40;207.00;  0.042;;1.016
17.11.2021 12:45:40;208.00;  0.042;;1.016
17.11.2021 12:46:40;209.00;  0.041;;1.016
17.11.2021 12:47:40;210.00;  0.042;;1.016
17.11.2021 12:48:40;211.00;  0.042;;1.016
17.11.2021 12:49:40;212.00;  0.040;;1.016
17.11.2021 12:50:40;213.00;  0.042;;1.016
17.11.2021 12:51:40;214.00;  0.043;;1.016
17.11.2021 12:52:40;215.00;  0.041;;1.016
17.11.2021 12:53:40;216.00;  0.042;;1.016
17.11.2021 12:54:40;217.00;  0.042;;1.016
17.11.2021 12:55:40;218.00;  0.040;;1.016
17.11.2021 12:56:40;219.00;  0.042;;1.016
17.11.2021 12:57:40;220.00;  0.042;;1.016
17.11.2021 12:58:40;221.00;  0.041;;1.016
17.11.2021 12:59:40;222.00;  0.040;;1.016
17.11.2021 13:00:40;223.00;  0.039;;1.016
17.11.2021 13:01:40;224.00;  0.041;;1.016
17.11.2021 13:02:40;225.00;  0.037;;1.016
17.11.2021 13:03:40;226.00;  0.039;;1.016
17.11.2021 13:04:40;227.00;  0.040;;1.016
17.11.2021 13:05:40;228.00;  0.041;;1.016
17.11.2021 13:06:40;229.00;  0.043;;1.016
17.11.2021 13:07:40;230.00;  0.044;;1.016
17.11.2021 13:08:40;231.00;  0.045;;1.016
17.11.2021 13:09:40;232.00;  0.046;;1.016
17.11.2021 13:10:40;233.00;  0.044;;1.016
17.11.2021 13:11:40;234.00;  0.043;;1.016
17.11.2021 13:12:40;235.00;  0.041;;1.016
17.11.2021 13:13:40;236.00;  0.043;;1.016
17.11.2021 13:14:40;237.00;  0.043;;1.016
17.11.2021 13:15:40;238.00;  0.044;;1.016
17.11.2021 13:16:40;239.00;  0.044;;1.016
17.11.2021 13:17:40;240.00;  0.042;;1.016
17.11.2021 13:18:40;241.00;  0.044;;1.016
17.11.2021 13:19:40;242.00;  0.043;;1.017
17.11.2021 13:20:40;243.00;  0.045;;1.016
17.11.2021 13:21:40;244.00;  0.044;;1.017
17.11.2021 13:22:40;245.00;  0.043;;1.017
17.11.2021 13:23:40;246.00;  0.043;;1.017
17.11.2021 13:24:40;247.00;  0.043;;1.017
17.11.2021 13:25:40;248.00;  0.043;;1.017
17.11.2021 13:26:40;249.00;  0.042;;1.017
17.11.2021 13:27:40;250.00;  0.043;;1.016
17.11.2021 13:28:40;251.00;  0.042;;1.016
17.11.2021 13:29:40;252.00;  0.043;;1.016
17.11.2021 13:30:40;253.00;  0.042;;1.016
17.11.2021 13:31:40;254.00;  0.042;;1.016
17.11.2021 13:32:40;255.00;  0.043;;1.016
17.11.2021 13:33:40;256.00;  0.043;;1.016
17.11.2021 13:34:40;257.00;  0.044;;1.016
17.11.2021 13:35:40;258.00;  0.043;;1.016
17.11.2021 13:36:40;259.00;  0.043;;1.016
17.11.2021 13:37:40;260.00;  0.043;;1.016
17.11.2021 13:38:40;261.00;  0.043;;1.016
17.11.2021 13:39:40;262.00;  0.044;;1.016
17.11.2021 13:40:40;263.00;  0.044;;1.016
17.11.2021 13:41:40;264.00;  0.043;;1.016
17.11.2021 13:42:40;265.00;  0.045;;1.016
17.11.2021 13:43:40;266.00;  0.045;;1.016
17.11.2021 13:44:40;267.00;  0.044;;1.016
17.11.2021 13:45:40;268.00;  0.043;;1.016
17.11.2021 13:46:40;269.00;  0.043;;1.016
17.11.2021 13:47:40;270.00;  0.046;;1.016
17.11.2021 13:48:40;271.00;  0.045;;1.016
17.11.2021 13:49:40;272.00;  0.044;;1.016
17.11.2021 13:50:40;273.00;  0.045;;1.016
17.11.2021 13:51:40;274.00;  0.044;;1.016
17.11.2021 13:52:40;275.00;  0.044;;1.016
17.11.2021 13:53:40;276.00;  0.044;;1.016
17.11.2021 13:54:40;277.00;  0.044;;1.016
17.11.2021 13:55:40;278.00;  0.044;;1.016
17.11.2021 13:56:40;279.00;  0.044;;1.016
17.11.2021 13:57:40;280.00;  0.044;;1.016
17.11.2021 13:58:40;281.00;  0.044;;1.016
17.11.2021 13:59:40;282.00;  0.044;;1.016
17.11.2021 14:00:40;283.00;  0.044;;1.016
17.11.2021 14:01:40;284.00;  0.044;;1.016
17.11.2021 14:02:40;285.00;  0.044;;1.016
17.11.2021 14:03:40;286.00;  0.045;;1.016
17.11.2021 14:04:40;287.00;  0.045;;1.016
17.11.2021 14:05:40;288.00;  0.043;;1.016
17.11.2021 14:06:40;289.00;  0.046;;1.016
17.11.2021 14:07:40;290.00;  0.045;;1.016
17.11.2021 14:08:40;291.00;  0.045;;1.016
17.11.2021 14:09:40;292.00;  0.045;;1.016
17.11.2021 14:10:40;293.00;  0.044;;1.016
17.11.2021 14:11:40;294.00;  0.044;;1.016
17.11.2021 14:12:40;295.00;  0.045;;1.016
17.11.2021 14:13:40;296.00;  0.046;;1.016
17.11.2021 14:14:40;297.00;  0.045;;1.016
17.11.2021 14:15:40;298.00;  0.046;;1.016
17.11.2021 14:16:40;299.00;  0.045;;1.016
17.11.2021 14:17:40;300.00;  0.045;;1.016
17.11.2021 14:18:40;301.00;  0.044;;1.016
17.11.2021 14:19:40;302.00;  0.045;;1.016
17.11.2021 14:20:40;303.00;  0.046;;1.016
17.11.2021 14:21:40;304.00;  0.045;;1.016
17.11.2021 14:22:40;305.00;  0.044;;1.016
17.11.2021 14:23:40;306.00;  0.045;;1.016
17.11.2021 14:24:40;307.00;  0.044;;1.016
17.11.2021 14:25:40;308.00;  0.045;;1.016
17.11.2021 14:26:40;309.00;  0.044;;1.016
17.11.2021 14:27:40;310.00;  0.044;;1.016
17.11.2021 14:28:40;311.00;  0.045;;1.016
17.11.2021 14:29:40;312.00;  0.046;;1.016
17.11.2021 14:30:40;313.00;  0.045;;1.016
17.11.2021 14:31:40;314.00;  0.045;;1.016
17.11.2021 14:32:40;315.00;  0.046;;1.016
17.11.2021 14:33:40;316.00;  0.045;;1.016
17.11.2021 14:34:40;317.00;  0.046;;1.016
17.11.2021 14:35:40;318.00;  0.045;;1.016
17.11.2021 14:36:40;319.00;  0.046;;1.016
17.11.2021 14:37:40;320.00;  0.045;;1.016
17.11.2021 14:38:40;321.00;  0.046;;1.016
17.11.2021 14:39:40;322.00;  0.045;;1.016
17.11.2021 14:40:40;323.00;  0.046;;1.016
17.11.2021 14:41:40;324.00;  0.045;;1.016
17.11.2021 14:42:40;325.00;  0.046;;1.016
17.11.2021 14:43:40;326.00;  0.045;;1.016
17.11.2021 14:44:40;327.00;  0.045;;1.016
17.11.2021 14:45:40;328.00;  0.045;;1.016
17.11.2021 14:46:40;329.00;  0.046;;1.016
17.11.2021 14:47:40;330.00;  0.046;;1.016
17.11.2021 14:48:40;331.00;  0.046;;1.016
17.11.2021 14:49:40;332.00;  0.046;;1.016
17.11.2021 14:50:40;333.00;  0.047;;1.016
17.11.2021 14:51:40;334.00;  0.046;;1.016
17.11.2021 14:52:40;335.00;  0.045;;1.016
17.11.2021 14:53:40;336.00;  0.046;;1.016
17.11.2021 14:54:40;337.00;  0.045;;1.016
17.11.2021 14:55:40;338.00;  0.045;;1.016
17.11.2021 14:56:40;339.00;  0.046;;1.016
17.11.2021 14:57:40;340.00;  0.046;;1.016
17.11.2021 14:58:40;341.00;  0.046;;1.016
17.11.2021 14:59:40;342.00;  0.046;;1.016
17.11.2021 15:00:40;343.00;  0.045;;1.016
17.11.2021 15:01:40;344.00;  0.046;;1.016
17.11.2021 15:02:40;345.00;  0.046;;1.016
17.11.2021 15:03:40;346.00;  0.045;;1.016
17.11.2021 15:04:40;347.00;  0.045;;1.016
17.11.2021 15:05:40;348.00;  0.044;;1.016
17.11.2021 15:06:40;349.00;  0.047;;1.016
17.11.2021 15:07:40;350.00;  0.047;;1.016
17.11.2021 15:08:40;351.00;  0.046;;1.016
17.11.2021 15:09:40;352.00;  0.045;;1.016
17.11.2021 15:10:40;353.00;  0.045;;1.016
17.11.2021 15:11:40;354.00;  0.046;;1.016
17.11.2021 15:12:40;355.00;  0.046;;1.016
17.11.2021 15:13:40;356.00;  0.047;;1.016
17.11.2021 15:14:40;357.00;  0.046;;1.016
17.11.2021 15:15:40;358.00;  0.046;;1.016
17.11.2021 15:16:40;359.00;  0.047;;1.016
17.11.2021 15:17:40;360.00;  0.046;;1.016
17.11.2021 15:18:40;361.00;  0.046;;1.016
17.11.2021 15:19:40;362.00;  0.046;;1.016
17.11.2021 15:20:40;363.00;  0.047;;1.016
17.11.2021 15:21:40;364.00;  0.047;;1.016
17.11.2021 15:22:40;365.00;  0.047;;1.016
17.11.2021 15:23:40;366.00;  0.047;;1.016
17.11.2021 15:24:40;367.00;  0.047;;1.016
17.11.2021 15:25:40;368.00;  0.047;;1.016
17.11.2021 15:26:40;369.00;  0.047;;1.016
17.11.2021 15:27:40;370.00;  0.048;;1.016
17.11.2021 15:28:40;371.00;  0.047;;1.016
17.11.2021 15:29:40;372.00;  0.047;;1.016
17.11.2021 15:30:40;373.00;  0.047;;1.016
17.11.2021 15:31:40;374.00;  0.046;;1.016
17.11.2021 15:32:40;375.00;  0.047;;1.016
17.11.2021 15:33:40;376.00;  0.048;;1.016
17.11.2021 15:34:40;377.00;  0.046;;1.016
17.11.2021 15:35:40;378.00;  0.047;;1.016
17.11.2021 15:36:40;379.00;  0.048;;1.016
17.11.2021 15:37:40;380.00;  0.048;;1.016
17.11.2021 15:38:40;381.00;  0.047;;1.016
17.11.2021 15:39:40;382.00;  0.048;;1.016
17.11.2021 15:40:40;383.00;  0.048;;1.016
17.11.2021 15:41:40;384.00;  0.048;;1.016
17.11.2021 15:42:40;385.00;  0.047;;1.016
17.11.2021 15:43:40;386.00;  0.047;;1.016
17.11.2021 15:44:40;387.00;  0.047;;1.016
17.11.2021 15:45:40;388.00;  0.046;;1.016
17.11.2021 15:46:40;389.00;  0.047;;1.016
17.11.2021 15:47:40;390.00;  0.047;;1.016
17.11.2021 15:48:40;391.00;  0.048;;1.016
17.11.2021 15:49:40;392.00;  0.047;;1.017
17.11.2021 15:50:40;393.00;  0.048;;1.017
17.11.2021 15:51:40;394.00;  0.048;;1.016
17.11.2021 15:52:40;395.00;  0.047;;1.016
17.11.2021 15:53:40;396.00;  0.048;;1.017
17.11.2021 15:54:40;397.00;  0.047;;1.017
17.11.2021 15:55:40;398.00;  0.047;;1.016
17.11.2021 15:56:40;399.00;  0.047;;1.016
17.11.2021 15:57:40;400.00;  0.048;;1.016
17.11.2021 15:58:40;401.00;  0.048;;1.016
17.11.2021 15:59:40;402.00;  0.048;;1.016
17.11.2021 16:00:40;403.00;  0.048;;1.016
17.11.2021 16:01:40;404.00;  0.048;;1.017
17.11.2021 16:02:40;405.00;  0.048;;1.017
17.11.2021 16:03:40;406.00;  0.047;;1.017
17.11.2021 16:04:40;407.00;  0.047;;1.017
17.11.2021 16:05:40;408.00;  0.049;;1.017
17.11.2021 16:06:40;409.00;  0.047;;1.017
17.11.2021 16:07:40;410.00;  0.047;;1.017
17.11.2021 16:08:40;411.00;  0.049;;1.017
17.11.2021 16:09:40;412.00;  0.048;;1.017
17.11.2021 16:10:40;413.00;  0.048;;1.017
17.11.2021 16:11:40;414.00;  0.049;;1.017
17.11.2021 16:12:40;415.00;  0.049;;1.017
17.11.2021 16:13:40;416.00;  0.048;;1.017
17.11.2021 16:14:40;417.00;  0.047;;1.017
17.11.2021 16:15:40;418.00;  0.049;;1.017
17.11.2021 16:16:40;419.00;  0.049;;1.017
17.11.2021 16:17:40;420.00;  0.048;;1.017
17.11.2021 16:18:40;421.00;  0.050;;1.017
17.11.2021 16:19:40;422.00;  0.048;;1.017
17.11.2021 16:20:40;423.00;  0.047;;1.017
17.11.2021 16:21:40;424.00;  0.049;;1.017
17.11.2021 16:22:40;425.00;  0.049;;1.017
17.11.2021 16:23:40;426.00;  0.049;;1.017
17.11.2021 16:24:40;427.00;  0.048;;1.017
17.11.2021 16:25:40;428.00;  0.048;;1.017
17.11.2021 16:26:40;429.00;  0.049;;1.017
17.11.2021 16:27:40;430.00;  0.049;;1.017
17.11.2021 16:28:40;431.00;  0.050;;1.017
17.11.2021 16:29:40;432.00;  0.049;;1.017
17.11.2021 16:30:40;433.00;  0.048;;1.017
17.11.2021 16:31:40;434.00;  0.049;;1.017
17.11.2021 16:32:40;435.00;  0.049;;1.017
17.11.2021 16:33:40;436.00;  0.049;;1.017
17.11.2021 16:34:40;437.00;  0.049;;1.017
17.11.2021 16:35:40;438.00;  0.049;;1.017
17.11.2021 16:36:40;439.00;  0.048;;1.017
17.11.2021 16:37:40;440.00;  0.049;;1.017
17.11.2021 16:38:40;441.00;  0.049;;1.017
17.11.2021 16:39:40;442.00;  0.049;;1.017
17.11.2021 16:40:40;443.00;  0.050;;1.017
17.11.2021 16:41:40;444.00;  0.050;;1.017
17.11.2021 16:42:40;445.00;  0.049;;1.017
17.11.2021 16:43:40;446.00;  0.049;;1.017
17.11.2021 16:44:40;447.00;  0.049;;1.017
17.11.2021 16:45:40;448.00;  0.050;;1.017
17.11.2021 16:46:40;449.00;  0.049;;1.017
17.11.2021 16:47:40;450.00;  0.050;;1.017
17.11.2021 16:48:40;451.00;  0.050;;1.017
17.11.2021 16:49:40;452.00;  0.049;;1.017
17.11.2021 16:50:40;453.00;  0.049;;1.017
17.11.2021 16:51:40;454.00;  0.050;;1.017
17.11.2021 16:52:40;455.00;  0.050;;1.017
17.11.2021 16:53:40;456.00;  0.050;;1.017
17.11.2021 16:54:40;457.00;  0.049;;1.017
17.11.2021 16:55:40;458.00;  0.050;;1.017
17.11.2021 16:56:40;459.00;  0.051;;1.017
17.11.2021 16:57:40;460.00;  0.050;;1.017
17.11.2021 16:58:40;461.00;  0.049;;1.017
17.11.2021 16:59:40;462.00;  0.050;;1.017
17.11.2021 17:00:40;463.00;  0.050;;1.017
17.11.2021 17:01:40;464.00;  0.050;;1.017
17.11.2021 17:02:40;465.00;  0.049;;1.017
17.11.2021 17:03:40;466.00;  0.049;;1.017
17.11.2021 17:04:40;467.00;  0.050;;1.017
17.11.2021 17:05:40;468.00;  0.051;;1.017
17.11.2021 17:06:40;469.00;  0.049;;1.017
17.11.2021 17:07:40;470.00;  0.051;;1.017
17.11.2021 17:08:40;471.00;  0.050;;1.017
17.11.2021 17:09:40;472.00;  0.051;;1.017
17.11.2021 17:10:40;473.00;  0.050;;1.017
17.11.2021 17:11:40;474.00;  0.051;;1.017
17.11.2021 17:12:40;475.00;  0.051;;1.017
17.11.2021 17:13:40;476.00;  0.051;;1.017
17.11.2021 17:14:40;477.00;  0.050;;1.017
17.11.2021 17:15:40;478.00;  0.052;;1.017
17.11.2021 17:16:40;479.00;  0.051;;1.017
17.11.2021 17:17:40;480.00;  0.051;;1.017
17.11.2021 17:18:40;481.00;  0.051;;1.017
17.11.2021 17:19:40;482.00;  0.051;;1.017
17.11.2021 17:20:40;483.00;  0.052;;1.017
17.11.2021 17:21:40;484.00;  0.052;;1.017
17.11.2021 17:22:40;485.00;  0.051;;1.017
17.11.2021 17:23:40;486.00;  0.051;;1.017
17.11.2021 17:24:40;487.00;  0.051;;1.017
17.11.2021 17:25:40;488.00;  0.051;;1.017
17.11.2021 17:26:40;489.00;  0.052;;1.017
17.11.2021 17:27:40;490.00;  0.050;;1.017
17.11.2021 17:28:40;491.00;  0.051;;1.017
17.11.2021 17:29:40;492.00;  0.052;;1.017
17.11.2021 17:30:40;493.00;  0.051;;1.017
17.11.2021 17:31:40;494.00;  0.052;;1.017
17.11.2021 17:32:40;495.00;  0.051;;1.017
17.11.2021 17:33:40;496.00;  0.053;;1.017
17.11.2021 17:34:40;497.00;  0.053;;1.017
17.11.2021 17:35:40;498.00;  0.052;;1.017
17.11.2021 17:36:40;499.00;  0.053;;1.017
17.11.2021 17:37:40;500.00;  0.053;;1.017
17.11.2021 17:38:40;501.00;  0.052;;1.017
17.11.2021 17:39:40;502.00;  0.052;;1.017
17.11.2021 17:40:40;503.00;  0.053;;1.018
17.11.2021 17:41:40;504.00;  0.053;;1.018
17.11.2021 17:42:40;505.00;  0.053;;1.018
17.11.2021 17:43:40;506.00;  0.053;;1.018
17.11.2021 17:44:40;507.00;  0.053;;1.018
17.11.2021 17:45:40;508.00;  0.052;;1.018
17.11.2021 17:46:40;509.00;  0.053;;1.018
17.11.2021 17:47:40;510.00;  0.053;;1.018
17.11.2021 17:48:40;511.00;  0.054;;1.018
